x,DP,Finetuning,First-Order,Second-Order,WDP-only
10,1.184812731797919,1.190390045107224,1.184693568350965,0.004679013317782035,1.1908385055200954
10,0.7671463597761928,0.7773443515161879,0.7670694623053923,0.004467549982791477,0.7716677748214466
10,1.4011999450706736,1.4055230269646688,1.4010586199422095,0.004530439471188585,1.4048185808994835
10,2.4270884292925214,2.4270388058490506,2.426843000696355,0.00534429163184102,2.4281614430893006
10,0.9594420722912045,0.9670809764921837,0.9593456634426062,0.004489975822230714,0.9648674011564108
10,0.7025981944926578,0.7137205233419841,0.7025277416423424,0.004915267923414529,0.7073094632294545
10,1.2205988081526091,1.2262840559996304,1.220475731900215,0.00472207593029107,1.2217181588137365
10,1.0946083730128522,1.1010940523056683,1.094498217514998,0.004720879489007285,1.098859454906746
10,2.4124064934532106,2.4141269909874787,2.41215777549509,0.005114784197847895,2.414135686202928
10,2.9875122839493127,2.9872396410977617,2.98720123922206,0.016770636247128476,2.9891629846961782
50,5.532123601775617,5.527698176412084,5.531534795033545,0.020446577642492844,5.532728159370317
50,4.346986463106636,4.343679452443755,4.346535666545364,0.009746981723768785,4.346166822209268
50,3.1688817384582237,3.167916743344079,3.1685590795025234,0.005146573895671468,3.1695205093002308
50,7.484785979543184,7.4788138341589,7.483923074431406,0.08450500943253009,7.485282966813645
50,3.1775445026829185,3.176985342309335,3.1772155525104426,0.005902291478924482,3.1788611370283575
50,3.959634739047377,3.956991254367155,3.9592284099021673,0.006112507272228081,3.96005341289728
50,3.7495137675636774,3.7469304436805575,3.7491303691834816,0.0068012917876030385,3.7516576004820177
50,4.034803493607446,4.032370946786122,4.034384163395568,0.01758109117773003,4.035737778085389
50,2.94680490403551,2.9466660168549326,2.9465058690247385,0.0046889738152617365,2.947972563301822
50,7.960525373876543,7.953560873302528,7.959605889813624,0.09419552118388393,7.960515066090979
100,9.60870822916653,9.599828290368801,9.607558737161387,0.14678386027710721,9.6094484997145
100,6.710779987188355,6.705490842788096,6.710064403879671,0.030799438711171048,6.710936941264527
100,8.550228071634285,8.543262198703331,8.5492830921082,0.08076988898135998,8.551094165184656
100,9.783252479668217,9.774042233568602,9.782100611177775,0.1441009226194817,9.783535073992951
100,4.294059546095603,4.291445078605339,4.293606521927388,0.010652444411828318,4.294220127652398
100,6.79681953082128,6.790957013947493,6.796098140373921,0.027802035416050547,6.798085648177573
100,4.804898273932795,4.800720399237171,4.80440274102842,0.009527323722917407,4.806940922333453
100,8.0287084663983,8.022051468667941,8.027785370336387,0.09174532687551507,8.02879341579128
100,4.756309998669345,4.7532817166780985,4.755812940040822,0.011118431969076846,4.757723019347976
100,10.793187726429073,10.782995241116732,10.791936056333867,0.1653313487210598,10.794848555114921
10,1.5815139525928101,1.5845824641308313,1.5813545759292793,0.002443661695526953,1.5861521495277766
10,0.8659511279408976,0.8748921712678221,0.8658641423422929,0.003620559816203925,0.8701932018526386
10,1.9674691943026925,1.9689719952490785,1.9672710740048214,0.003342623446465051,1.9684690331193582
10,1.1861387499428349,1.1915704382433463,1.186019442983935,0.003718522383900266,1.1889698898989227
10,1.812277784764012,1.8151996288653593,1.8120937481691433,0.002540731293791505,1.814786140896997
10,2.999926081285949,2.9982452570241316,2.99961985430235,0.0027521934755200227,3.000860887338293
10,0.619915599262883,0.6329679286296707,0.6198533795951637,0.003287180943798373,0.6270632813718028
10,1.8092942889614831,1.8118621327392326,1.8091096824413277,0.0029391128805739716,1.8113652862071357
10,2.712002704250835,2.711267462749863,2.711728517315847,0.002580428068448849,2.7123482430084107
10,2.332059938020553,2.333439758792123,2.3318217201868534,0.005617629502975675,2.334584855283001
10,2.683075848820222,2.682101144461471,2.6828022950717596,0.002808468660089088,2.684888879781385
50,5.532105421375788,5.52767885543422,5.531516574321209,0.020242283316526003,5.532905710053539
50,4.347009494767794,4.34370094738005,4.346558660426403,0.009133563442231965,4.348301328474248
50,3.1689006071017056,3.1679335212760433,3.16857793382445,0.0035087764168749203,3.1704319199812714
50,7.484626182750072,7.478653463748816,7.483763251762258,0.08420102516316162,7.484665308158839
50,3.177545439576043,3.176984235594722,3.1772164642278407,0.004445075532593229,3.1802168588009363
50,3.959585714844,3.9569406881723332,3.9591793770055568,0.004766362566271629,3.961627232256901
50,3.7494654160338063,3.74688045643106,3.749082026251852,0.005705223570496716,3.7495839853600144
50,4.0347390341148515,4.0323050100578905,4.034319683365126,0.01722063835759854,4.03644296380079
50,2.9468271679860787,2.9466860229534397,2.946528123979426,0.002732060108325354,2.9496076817537276
50,7.9603608147280385,7.953395788323622,7.95944130269684,0.0939234872623157,7.960501336694962
100,9.608557961709348,9.599677603728857,9.607408423042571,0.14657618688672897,9.608725847496448
100,6.710764282264933,6.705474200320439,6.710048702681437,0.030603276516142693,6.7131421288296504
100,8.55008809996471,8.543121724056046,8.549143141543226,0.08044555642842048,8.550635908122427
100,9.783098143463452,9.773887494927802,9.781946241951625,0.14386325277687492,9.782737413917953
100,4.294021770594738,4.291405867963958,4.293568710754702,0.009916859537061219,4.296080905124732
100,6.796722677375865,6.790859378962262,6.7960013255548795,0.027433604740597608,6.798733228431042
100,4.80477900398729,4.800599989271971,4.804283458715216,0.008649139230500565,4.80564018267249
100,8.028495330690014,8.021837909477801,8.02757220943334,0.09147582376113184,8.028718727552432
100,4.756304803442802,4.753275167245978,4.755807719218895,0.010464465983977654,4.759494078080487
100,10.793023344545029,10.78283053605564,10.791771664024003,0.1650922251387603,10.793375733372976
10,3.00664197590793,3.005809045517365,3.0063337774633476,0.005007946248276669,3.009293097961369
10,1.5859063568698237,1.5890977271676603,1.58574367481967,0.00503146563752695,1.5893743555513835
10,0.8661855143372289,0.8748603592473672,0.8660985970496174,0.004403181099495388,0.8709658359860762
10,1.6845729208550912,1.6879955381365583,1.6844005820271781,0.005248583930204979,1.6854894103121556
10,1.6171557938716867,1.620435903438337,1.6169927471512433,0.004976074386057517,1.61939048607582
10,1.9469592500367974,1.9485722817049527,1.94676259562963,0.004737209678709444,1.9483817123451854
10,1.1794957214079715,1.1852609449405584,1.179377321566439,0.004421354882077737,1.1841930260836364
10,3.0036413067147536,3.0040429410999,3.003329743679617,0.007025801609103558,3.0041198221064427
10,0.7646789563426795,0.7751068818197784,0.7646020418055558,0.005280661679512877,0.7693361279583594
10,5.838736486684438,5.832933777249333,5.838098277408811,0.03923537963650636,5.840665076698473
50,5.532174878487415,5.5277570296377165,5.531585993228038,0.02045330666009799,5.532903618313693
50,4.346992733389687,4.3436954738224,4.346541873850066,0.00976294823379602,4.349145302698019
50,3.1687364714041877,3.167785203334085,3.1684137749766013,0.005219305537199466,3.1701562622278385
50,7.484794187024553,7.478827695214763,7.4839312006882155,0.08432750337205368,7.48557574031138
50,3.1776539338200505,3.177107853053387,3.177324935969876,0.005945499325183304,3.1783844269853123
50,3.9595790626424625,3.9569464058403274,3.959172703964916,0.006153574438295875,3.9595000699262353
50,3.749444156839095,3.746872288468966,3.749060752014261,0.006934767593180638,3.751128462681942
50,4.034894501547548,4.0324722867672325,4.034475126410385,0.017603474723013095,4.034810562361924
50,2.9468999946255563,2.9467752543988457,2.946600933950554,0.004591829569564223,2.948199675399705
50,7.960520422808872,7.9535612609912505,7.959600852778866,0.09403455881062266,7.961501274434617
100,9.608717711764609,9.599842171130389,9.607568098105519,0.1466454264042666,9.60977423678257
100,6.71077625050741,6.705493438063955,6.710060655273344,0.030867088305152633,6.713150919487804
