x,DP,Finetuning,First-Order,Second-Order,WDP-only
100,8.550175660495068,8.543214847088404,8.549230661325359,0.08056709802111522,8.550395478972947
100,9.783150319498212,9.773944582889484,9.78199834816553,0.14391594644598382,9.784848794131383
100,4.294118914105272,4.291514207541901,4.293665819175787,0.010599064383524587,4.294095117341237
100,6.796737486040592,6.790881361498048,6.796016124951326,0.027828255602828676,6.79854802901178
100,4.804788307947052,4.800619461690647,4.804292734904638,0.00949339312478634,4.806347537155808
100,8.028750522964167,8.022098733838673,8.027827343744104,0.09159044174738445,8.02807159244889
100,4.756396309336699,4.753376776124346,4.755899191205252,0.011174011725077006,4.756973859851538
100,10.793237622916491,10.78304898404381,10.791985876616067,0.1651735304253928,10.794290474356869
10,1.8812868338564113,1.8838045439020374,1.8810958730381884,0.0045352677525920225,1.8837394825327476
10,1.5790595025476586,1.5820904476258568,1.5789003072796701,0.004941001305678484,1.581084395120493
10,2.7321651676764898,2.731827715108982,2.7318848746454965,0.006802208166881129,2.734996069059377
10,2.2604842961743428,2.2620862501073575,2.2602533777092857,0.008030334351163536,2.261044507519432
10,1.4269656512467117,1.4316390300751063,1.4268210781812627,0.00539423396662208,1.428616574594095
10,0.6303949180123853,0.6432594711486034,0.6303316696225182,0.004522006987272048,0.63618118384449
10,2.7118769844200052,2.711612335203414,2.711597885809397,0.0051283469083673846,2.713447782754767
10,0.8237621882838245,0.8330109086803896,0.8236789362330815,0.004629516152885961,0.8275630711567513
10,0.8386747682491408,0.847777724249548,0.838590328750705,0.004832948257228771,0.8420523619440357
10,0.851005240319247,0.8600762307245241,0.8509197533293616,0.0050865223439750034,0.8540898122912381
50,5.532064577860411,5.5276401025381725,5.531475749381544,0.020358955629271654,5.532783107503162
50,4.347072274853197,4.343766174495026,4.346621459217034,0.009715158545783836,4.346300193063676
50,3.168888643743006,3.167925101979256,3.1685659803080655,0.005111048594791845,3.171390714861666
50,7.484733393065023,7.478761967434801,7.483870506057844,0.08404771159198214,7.48638027520499
50,3.1775846966546215,3.177026902333218,3.177255732612376,0.005870443652313689,3.178129252381279
50,3.9594851056884592,3.9568430922910243,3.959078780198168,0.005946611285790494,3.9607947793159055
50,3.7493010988456152,3.7467194318982355,3.7489177033920082,0.007024221081172825,3.750573920934272
50,4.0348106947089395,4.032379287470914,4.0343913531676066,0.017613786879376994,4.034042157265086
50,2.9468429613681733,2.946705555636302,2.9465439253938457,0.00467889903769279,2.948294545202685
50,7.96051427535431,7.953550380286562,7.959594811294525,0.093738805547291,7.9619487920876635
100,9.608595021107675,9.599715761349296,9.607445533754463,0.14631956331210022,9.609343668805336
100,6.71083751002898,6.705548953838368,6.710121930824073,0.030697979302181405,6.710324630144888
100,8.550172813703407,8.543207587697584,8.549227876533035,0.08029466175768957,8.552474586044681
100,9.783142585162652,9.77393300204135,9.781990725426338,0.14362356660397577,9.7848280255786
100,4.294033307318163,4.291419977127797,4.293580258524694,0.010446398681629766,4.294559986542802
100,6.7965816334504545,6.790720225105539,6.795860268557151,0.02760641209870029,6.797457310575142
100,4.804638058850031,4.800461613535466,4.80414251386294,0.009403124847046914,4.806308074837817
100,8.028662753715082,8.022006419555282,8.02773967640882,0.09131513067160098,8.02934254674399
100,4.75636485088706,4.753337438248335,4.7558677785617745,0.011042596460854263,4.756079153896861
100,10.793139142926153,10.782947172311319,10.791887495592977,0.16489078604913684,10.793750667850077
10,1.756406619376672,1.7594319897087298,1.756228393847631,0.0037802627262708494,1.7585407283981516
10,0.8532773278384079,0.8621521304712555,0.8531915324927177,0.0033994674351270353,0.8588457782336933
10,2.7977066303157603,2.797225975062256,2.7974217703320003,0.003290076558932639,2.799519757242129
10,1.5948206287428583,1.59888250433716,1.5946582258784516,0.002699228520509749,1.5957137184888641
10,1.599421184920155,1.6033375139750712,1.599258733811671,0.0030407744808431903,1.600758155036795
10,3.0272842005823746,3.0259459185113053,3.026973146189918,0.006390942661552729,3.028718742026617
10,0.7463979023875027,0.7567259285756744,0.7463230051814311,0.002797327481432927,0.7515904703569226
10,3.163088846901014,3.161764405345951,3.1627622349265923,0.0039445585243880615,3.165556314938636
10,1.7977865348977176,1.7996072455524204,1.797605445453395,0.0028153404997848554,1.7993575349911652
10,2.8282203144917695,2.8269582455607134,2.8279317264240187,0.0032442864268012266,2.830246941306784
50,5.532114640491204,5.527694418864819,5.531525800533144,0.020326561821695482,5.532044720757863
50,4.3470450921048105,4.343744572988315,4.346594267072949,0.009150040258995462,4.348236923138837
50,3.168862404284632,3.167906506758104,3.1685397293558757,0.003637938827496523,3.16898668736171
50,7.484720584257447,7.478752393679014,7.48385766891565,0.08429066529210415,7.484717555393006
50,3.177577926388413,3.177027710114328,3.1772489546349565,0.004585250618400352,3.1787621152004855
50,3.9595956687960316,3.9569595085316314,3.9591893313779845,0.004892662626758347,3.959281731973829
50,3.7494609977099906,3.7468854306523056,3.7490776000057195,0.0057455550681586995,3.7507488594233127
50,4.0348766478728475,4.0324510639242455,4.034457303572585,0.017231519790333435,4.035130054707699
50,2.946859387421646,2.9467300913532646,2.9465603405359815,0.002645705978009521,2.946875588417016
50,7.960442588148838,7.953481839045713,7.95952309164199,0.09401580575431923,7.961134616032545
100,9.608643499245382,9.599766658020863,9.607493976109337,0.14670429484459616,9.60820773620038
100,6.710807417409079,6.705522499204597,6.710091829258075,0.030731685857697453,6.710756412490642
100,8.550134751830683,8.543172406583452,8.549189788422012,0.08054667413711361,8.54869382471189
100,9.783146059406056,9.773938927480922,9.781994169350268,0.14398485075416895,9.782732016472854
100,4.294062923603858,4.291455131183965,4.293609870224165,0.010086369969849572,4.2955686937513065
100,6.796715162869047,6.7908570549742615,6.79599379053723,0.027545847730142323,6.796244547714268
100,4.804803650517926,4.80063191658724,4.804308104183374,0.008791219187869745,4.806109394726908
100,8.028634129272534,8.021980840793,8.027711022210866,0.0915604630917085,8.028701383044432
100,4.7563704246689875,4.753348054526759,4.755873339941196,0.010632147777488672,4.75747572224632
100,10.793089598431132,10.782899938603558,10.791837911514955,0.1652627563607151,10.792831243549546
