x,DP,Finetuning,1st-Order,2nd-Order,WDP-only
10,3.0065894171424135,2.8715412434934366,2.978984684406096,0.011441249682691602,3.00856158889593
50,11.334442311590433,11.059519695447687,11.17563320103402,0.2098264020669927,11.332683506574082
100,21.38565373458206,21.16253123983048,21.066839346798034,0.7190130165216693,21.382716666639237
