DP,Occlusion,FirstOrder,SecondOrder,Retraining,FineTuning,WDP
3.2914318520747656,3.2914318520747656,3.5251306594479956,1.5886375756972484,2.2258290303225294,0.6737793154634346,3.2875107475504137
4.91862141502429,4.91862141502429,5.155628253666237,2.8636587050591515,3.6373191016709825,2.312662666122833,4.914217591435772
3.721283317727739,3.721283317727739,3.839113450079367,2.263448101125732,2.604325383297464,1.0026276244284418,3.717330463491635
1.8053622205666215,1.8053622205666215,1.9189496646622501,1.88345393541249,2.105012632776834,-0.9070742158612575,1.8011198845902072
1.8184845400251106,1.8184845400251106,1.9308470788487284,1.5205577191588873,1.7424800871522166,-0.8898573987878535,1.8146009738998146
5.650154068286611,5.650154068286611,5.844598633833812,2.960271839421239,3.446153530956508,2.9753351825736445,5.6457119346057425
2.774545771602334,2.774545771602334,2.9641791343133264,2.125327091122017,2.5432001672536444,0.10902177073671737,2.7704020149319604
2.0176880253011404,2.0176880253011404,2.1423790060850934,1.2817069841742068,1.408323717682606,-0.6983964128285152,2.0135157105282815
1.4969646181209555,1.4969646181209555,1.5607222143050876,0.9528696674738057,1.1478268496277906,-1.2397435955856508,1.4937794180905257
4.473163945354372,4.473163945354372,4.581045696878618,1.6636544228485945,2.0371162995727445,1.7721814815356538,4.469494865574916
0.7937712304114939,0.7937712304114939,0.959571583530078,1.3525710638923556,1.674417098467984,-1.8829430186992795,0.7896156874626286
0.7932357049012353,0.7932357049012353,0.9211298911109225,1.0831359573344344,1.2011549020021448,-1.913481583919065,0.7894469073003165
6.30285758009768,6.30285758009768,6.495629377868227,3.836602802839252,4.571958803642701,3.6373025130219503,6.2990949485079
3.347558033029145,3.347558033029145,3.580616471084795,2.18838012952574,2.7837269175088295,0.7270723453925712,3.343372778653702
2.866814611603104,2.866814611603104,3.094805043006545,2.1613459474144747,3.006166872597305,0.26636857530911584,2.862360396830809
2.457313487242345,2.457313487242345,2.5418605357367596,1.899883352084771,2.1862790105428758,-0.25726906894806234,2.45374279860107
1.8477747326687677,1.8477747326687677,1.9505159597365491,1.6875490160232403,1.7883241006722983,-0.8741669147689208,1.8440549422430195
2.5709657043398693,2.5709657043398693,2.534572767594682,1.5849931471070704,1.8573490541307365,-0.17487068124751204,2.5673164040481424
2.1700038246654003,2.1700038246654003,2.131885212949328,1.4047379801179432,1.5977785859465712,-0.5859823202501957,2.166535884221048
1.7502560233606346,1.7502560233606346,1.9366745922275186,1.13091630219742,1.512687336231238,-0.9140716512608833,1.7457773952628486
3.3093838135969236,3.3093838135969236,3.4153545082685923,2.475985254533498,2.878876814807427,0.6011131183790894,3.3063033244434337
1.5152457609533485,1.5152457609533485,1.732518033830729,1.0329196439997759,1.6765819447296053,-1.094790541976181,1.5108772348792172
2.320762629890396,2.320762629890396,2.393668286600814,1.7783833882356248,2.0666919540949493,-0.3952795402879019,2.3168119935376126
1.95606562031071,1.95606562031071,2.087501223736126,1.3957603028591166,1.6216416190154632,-0.7500914414335966,1.9522938408772461
2.713605118618034,2.713605118618034,2.9191273353558245,1.632649464451788,2.085168218206263,0.05438131702339888,2.7093778579944683
3.3343090711919103,3.3343090711919103,3.5349750056752782,2.488011921280531,2.7850733783859596,0.6638056193980901,3.330086539705917
1.6527717992582893,1.6527717992582893,1.8462565239783544,0.6960529953212244,0.900897970881033,-1.030363894949005,1.648378010959732
3.9874505841044083,3.9874505841044083,4.079607706790057,3.8711674026751552,4.295792618031555,1.2797723114513246,3.9834104884976114
2.8178803954476734,2.8178803954476734,2.986112892742767,1.547357093573055,1.8302579294977477,0.12880685569621164,2.8138743946090017
2.075430216921859,2.075430216921859,2.14524543368816,2.588306603641513,2.9522904890786776,-0.6361642592389671,2.071559873568958
